"","item_id","language","form","form_type","item_kind","category","item_definition","english_gloss","uni_lemma","lexical_category","complexity_category"
"651","item_63","Spanish (Mexican)","WS","WS","word","vehicles","carreola","stroller","stroller","nouns",NA
"652","item_64","Spanish (Mexican)","WS","WS","word","vehicles","camión/troca","camion","truck","nouns",NA
"653","item_65","Spanish (Mexican)","WS","WS","word","vehicles","camión de bombero","firetruck","firetruck","nouns",NA
"654","item_66","Spanish (Mexican)","WS","WS","word","vehicles","bicicleta","bike","bicycle","nouns",NA
"655","item_67","Spanish (Mexican)","WS","WS","word","vehicles","barco","boat","boat","nouns",NA
"656","item_68","Spanish (Mexican)","WS","WS","word","vehicles","avión","airplane","airplane","nouns",NA
"657","item_69","Spanish (Mexican)","WS","WS","word","vehicles","autobús","bus","bus","nouns",NA
"658","item_70","Spanish (Mexican)","WS","WS","word","food_drink","agua","water","water (beverage)","nouns",NA
"659","item_71","Spanish (Mexican)","WS","WS","word","food_drink","arroz","rice","rice","nouns",NA
"660","item_72","Spanish (Mexican)","WS","WS","word","food_drink","atole","porridge","atole","nouns",NA
"661","item_73","Spanish (Mexican)","WS","WS","word","food_drink","atún","tuna fish","tuna","nouns",NA
"662","item_74","Spanish (Mexican)","WS","WS","word","food_drink","azúcar","sugar","sugar","nouns",NA
"663","item_75","Spanish (Mexican)","WS","WS","word","food_drink","café","coffee","coffee","nouns",NA
"664","item_76","Spanish (Mexican)","WS","WS","word","food_drink","calabaza","pumpkin","pumpkin","nouns",NA
"665","item_77","Spanish (Mexican)","WS","WS","word","food_drink","carne","meat","meat","nouns",NA
"666","item_78","Spanish (Mexican)","WS","WS","word","food_drink","cereal","cereal","cereal","nouns",NA
"667","item_79","Spanish (Mexican)","WS","WS","word","food_drink","chícharo","pea","peas","nouns",NA
"668","item_80","Spanish (Mexican)","WS","WS","word","food_drink","chicle","chewing gum","gum","nouns",NA
"669","item_81","Spanish (Mexican)","WS","WS","word","food_drink","chile","chili","chili","nouns",NA
"670","item_82","Spanish (Mexican)","WS","WS","word","food_drink","chocolate","chocolate","chocolate","nouns",NA
"671","item_83","Spanish (Mexican)","WS","WS","word","food_drink","comida","food","food","nouns",NA
"672","item_84","Spanish (Mexican)","WS","WS","word","food_drink","dulce","sweet candy","candy","nouns",NA
"673","item_85","Spanish (Mexican)","WS","WS","word","food_drink","durazno","peach","peach","nouns",NA
"674","item_86","Spanish (Mexican)","WS","WS","word","food_drink","ejotes","green beans","beans","nouns",NA
"675","item_87","Spanish (Mexican)","WS","WS","word","food_drink","elote","corncob","corn","nouns",NA
"676","item_88","Spanish (Mexican)","WS","WS","word","food_drink","espagueti","spaghetti","pasta","nouns",NA
"677","item_89","Spanish (Mexican)","WS","WS","word","food_drink","fresa","strawberry","strawberry","nouns",NA
"678","item_90","Spanish (Mexican)","WS","WS","word","food_drink","frijoles","beans","beans","nouns",NA
"679","item_91","Spanish (Mexican)","WS","WS","word","food_drink","galleta","cookie","cookie","nouns",NA
"680","item_92","Spanish (Mexican)","WS","WS","word","food_drink","gelatina","jelly","jelly","nouns",NA
"681","item_93","Spanish (Mexican)","WS","WS","word","food_drink","hamburguesa","hamburger","hamburger","nouns",NA
"682","item_94","Spanish (Mexican)","WS","WS","word","food_drink","helado/nieve","ice cream","ice cream","nouns",NA
"683","item_95","Spanish (Mexican)","WS","WS","word","food_drink","hielo","ice","ice","nouns",NA
"684","item_96","Spanish (Mexican)","WS","WS","word","food_drink","hot cakes","hotcakes","pancake","nouns",NA
"685","item_97","Spanish (Mexican)","WS","WS","word","food_drink","huevo","egg","egg","nouns",NA
"686","item_98","Spanish (Mexican)","WS","WS","word","food_drink","jamón","ham","ham","nouns",NA
"687","item_99","Spanish (Mexican)","WS","WS","word","food_drink","jugo","juice","juice","nouns",NA
"688","item_100","Spanish (Mexican)","WS","WS","word","food_drink","leche","milk","milk","nouns",NA
"689","item_101","Spanish (Mexican)","WS","WS","word","food_drink","licuado","smoothie","smoothie","nouns",NA
"690","item_102","Spanish (Mexican)","WS","WS","word","food_drink","limonada","lemonade","lemonade","nouns",NA
"691","item_103","Spanish (Mexican)","WS","WS","word","food_drink","cacahuete/maní","peanut","peanut","nouns",NA
"692","item_104","Spanish (Mexican)","WS","WS","word","food_drink","mantequilla","butter","butter","nouns",NA
"693","item_105","Spanish (Mexican)","WS","WS","word","food_drink","manzana","apple","apple","nouns",NA
"694","item_106","Spanish (Mexican)","WS","WS","word","food_drink","melón","melon","melon","nouns",NA
"695","item_107","Spanish (Mexican)","WS","WS","word","food_drink","mermelada","marmalade","jam","nouns",NA
"696","item_108","Spanish (Mexican)","WS","WS","word","food_drink","naranja","orange (fruit)","orange (food)","nouns",NA
"697","item_109","Spanish (Mexican)","WS","WS","word","food_drink","paleta","lollipop","lollipop","nouns",NA
"698","item_110","Spanish (Mexican)","WS","WS","word","food_drink","palomitas","popcorn","popcorn","nouns",NA
"699","item_111","Spanish (Mexican)","WS","WS","word","food_drink","pan","bread","bread","nouns",NA
"700","item_112","Spanish (Mexican)","WS","WS","word","food_drink","pan dulce","sweet bread","pastry","nouns",NA
"701","item_113","Spanish (Mexican)","WS","WS","word","food_drink","papas","potatoes","potato","nouns",NA
"702","item_114","Spanish (Mexican)","WS","WS","word","food_drink","papitas","chips","chips","nouns",NA
"703","item_115","Spanish (Mexican)","WS","WS","word","food_drink","pasas","raisins","raisin","nouns",NA
"704","item_116","Spanish (Mexican)","WS","WS","word","food_drink","pastel","cake","cake","nouns",NA
"705","item_117","Spanish (Mexican)","WS","WS","word","food_drink","peanut butter","peanut butter","peanut butter","nouns",NA
"706","item_118","Spanish (Mexican)","WS","WS","word","food_drink","pescado (food_drink)","fish (food)","fish (food)","nouns",NA
"707","item_119","Spanish (Mexican)","WS","WS","word","food_drink","plátano/banana","banana","banana","nouns",NA
"708","item_120","Spanish (Mexican)","WS","WS","word","food_drink","pollo","chicken","chicken (food)","nouns",NA
"709","item_121","Spanish (Mexican)","WS","WS","word","food_drink","quesadilla","quesadilla","quesadilla","nouns",NA
"710","item_122","Spanish (Mexican)","WS","WS","word","food_drink","queso","cheese","cheese","nouns",NA
"711","item_123","Spanish (Mexican)","WS","WS","word","food_drink","sal","salt","salt","nouns",NA
"712","item_124","Spanish (Mexican)","WS","WS","word","food_drink","salchicha","hot dog","hot dog","nouns",NA
"713","item_125","Spanish (Mexican)","WS","WS","word","food_drink","salsa","salsa","sauce","nouns",NA
"714","item_126","Spanish (Mexican)","WS","WS","word","food_drink","sandía","watermelon","watermelon","nouns",NA
"715","item_127","Spanish (Mexican)","WS","WS","word","food_drink","soda/refresco","soda water","soda","nouns",NA
"716","item_128","Spanish (Mexican)","WS","WS","word","food_drink","sopa","soup","soup","nouns",NA
"717","item_129","Spanish (Mexican)","WS","WS","word","food_drink","taco","taco","taco","nouns",NA
"718","item_130","Spanish (Mexican)","WS","WS","word","food_drink","té (food)","tea","tea","nouns",NA
"719","item_131","Spanish (Mexican)","WS","WS","word","food_drink","torta/lonche","lunch sub","sandwich","nouns",NA
"720","item_132","Spanish (Mexican)","WS","WS","word","food_drink","tortilla","tortilla","tortilla","nouns",NA
"721","item_133","Spanish (Mexican)","WS","WS","word","food_drink","uvas","grapes","grapes","nouns",NA
"722","item_134","Spanish (Mexican)","WS","WS","word","food_drink","vainilla","vanilla","vanilla","nouns",NA
"723","item_135","Spanish (Mexican)","WS","WS","word","food_drink","vitaminas","vitamin","vitamin","nouns",NA
"724","item_136","Spanish (Mexican)","WS","WS","word","food_drink","yoghurt","yogurt","yogurt","nouns",NA
"725","item_137","Spanish (Mexican)","WS","WS","word","food_drink","zanahoria","carrot","carrot","nouns",NA
"726","item_138","Spanish (Mexican)","WS","WS","word","clothing","botón","button","button","nouns",NA
"727","item_139","Spanish (Mexican)","WS","WS","word","clothing","bufanda","scarf","scarf","nouns",NA
"728","item_140","Spanish (Mexican)","WS","WS","word","clothing","calcetín","sock","sock","nouns",NA
"729","item_141","Spanish (Mexican)","WS","WS","word","clothing","calzón","underwear","underpants","nouns",NA
"730","item_142","Spanish (Mexican)","WS","WS","word","clothing","camisa","shirt","shirt","nouns",NA
"731","item_143","Spanish (Mexican)","WS","WS","word","clothing","chancla","slipper","slipper","nouns",NA
"732","item_144","Spanish (Mexican)","WS","WS","word","clothing","cierre","zipper","zipper","nouns",NA
"733","item_145","Spanish (Mexican)","WS","WS","word","clothing","collar","necklace","necklace","nouns",NA
"734","item_146","Spanish (Mexican)","WS","WS","word","clothing","falda","skirt","skirt","nouns",NA
"735","item_147","Spanish (Mexican)","WS","WS","word","clothing","gorra","cap","hat","nouns",NA
"736","item_148","Spanish (Mexican)","WS","WS","word","clothing","guantes","gloves","glove","nouns",NA
"737","item_149","Spanish (Mexican)","WS","WS","word","clothing","lentes","eyeglasses","glasses","nouns",NA
"738","item_150","Spanish (Mexican)","WS","WS","word","clothing","medias","tights","tights","nouns",NA
"739","item_151","Spanish (Mexican)","WS","WS","word","clothing","pañal","diaper","diaper","nouns",NA
"740","item_152","Spanish (Mexican)","WS","WS","word","clothing","pantalón","pants","pants","nouns",NA
"741","item_153","Spanish (Mexican)","WS","WS","word","clothing","pijama","pajamas","pajamas","nouns",NA
"742","item_154","Spanish (Mexican)","WS","WS","word","clothing","playera","t-shirt","t-shirt","nouns",NA
"743","item_155","Spanish (Mexican)","WS","WS","word","clothing","ropa","clothes","clothes","nouns",NA
"744","item_156","Spanish (Mexican)","WS","WS","word","clothing","shorts","shorts","shorts","nouns",NA
"745","item_157","Spanish (Mexican)","WS","WS","word","clothing","sombrero","hat","hat","nouns",NA
"746","item_158","Spanish (Mexican)","WS","WS","word","clothing","suéter","sweater","sweater","nouns",NA
"747","item_159","Spanish (Mexican)","WS","WS","word","clothing","vestido","dress","dress (object)","nouns",NA
"748","item_160","Spanish (Mexican)","WS","WS","word","clothing","zapato","shoe","shoe","nouns",NA
"749","item_161","Spanish (Mexican)","WS","WS","word","body_parts","barba","beard","beard","nouns",NA
"750","item_162","Spanish (Mexican)","WS","WS","word","body_parts","bigote","moustache","mustache","nouns",NA
"751","item_163","Spanish (Mexican)","WS","WS","word","body_parts","boca","mouth","mouth","nouns",NA
"752","item_164","Spanish (Mexican)","WS","WS","word","body_parts","brazo","arm","arm","nouns",NA
"753","item_165","Spanish (Mexican)","WS","WS","word","body_parts","cabeza","head","head","nouns",NA
"754","item_166","Spanish (Mexican)","WS","WS","word","body_parts","cachete","cachete","cheek","nouns",NA
"755","item_167","Spanish (Mexican)","WS","WS","word","body_parts","cara","face","face","nouns",NA
"756","item_168","Spanish (Mexican)","WS","WS","word","body_parts","chichi/pecho","breast","breast","nouns",NA
"757","item_169","Spanish (Mexican)","WS","WS","word","body_parts","dedo","finger","finger","nouns",NA
"758","item_170","Spanish (Mexican)","WS","WS","word","body_parts","dientes","teeth","tooth","nouns",NA
"759","item_171","Spanish (Mexican)","WS","WS","word","body_parts","garganta/anginas","throat","throat","nouns",NA
"760","item_172","Spanish (Mexican)","WS","WS","word","body_parts","hombro","shoulder","shoulder","nouns",NA
"761","item_173","Spanish (Mexican)","WS","WS","word","body_parts","labios","lips","lip","nouns",NA
"762","item_174","Spanish (Mexican)","WS","WS","word","body_parts","lengua","tongue","tongue","nouns",NA
"763","item_175","Spanish (Mexican)","WS","WS","word","body_parts","mano","hand","hand","nouns",NA
"764","item_176","Spanish (Mexican)","WS","WS","word","body_parts","nalgas","buttocks","butt","nouns",NA
"765","item_177","Spanish (Mexican)","WS","WS","word","body_parts","nariz","nose","nose","nouns",NA
"766","item_178","Spanish (Mexican)","WS","WS","word","body_parts","ojos","eyes","eye","nouns",NA
"767","item_179","Spanish (Mexican)","WS","WS","word","body_parts","ombligo","belly button","belly button","nouns",NA
"768","item_180","Spanish (Mexican)","WS","WS","word","body_parts","oreja","ear","ear","nouns",NA
"769","item_181","Spanish (Mexican)","WS","WS","word","body_parts","panza","belly","tummy","nouns",NA
"770","item_182","Spanish (Mexican)","WS","WS","word","body_parts","pelo","hair","hair","nouns",NA
"771","item_183","Spanish (Mexican)","WS","WS","word","body_parts","pene","penis","penis","nouns",NA
"772","item_184","Spanish (Mexican)","WS","WS","word","body_parts","piernas","legs","leg","nouns",NA
"773","item_185","Spanish (Mexican)","WS","WS","word","body_parts","pies","feet","foot","nouns",NA
"774","item_186","Spanish (Mexican)","WS","WS","word","body_parts","rodilla","knee","knee","nouns",NA
"775","item_187","Spanish (Mexican)","WS","WS","word","body_parts","vagina","vagina","vagina","nouns",NA
"776","item_188","Spanish (Mexican)","WS","WS","word","toys","bat","bat","bat (object)","nouns",NA
"777","item_189","Spanish (Mexican)","WS","WS","word","toys","burbujas","bubbles","bubbles","nouns",NA
"778","item_190","Spanish (Mexican)","WS","WS","word","toys","colores","colors","colors","nouns",NA
"779","item_191","Spanish (Mexican)","WS","WS","word","toys","crayolas","crayons","crayon","nouns",NA
"780","item_192","Spanish (Mexican)","WS","WS","word","toys","globo/bomba","air balloon","balloon","nouns",NA
"781","item_193","Spanish (Mexican)","WS","WS","word","toys","hoja/papel","paper","paper","nouns",NA
"782","item_194","Spanish (Mexican)","WS","WS","word","toys","juguete","toy","toy (object)","nouns",NA
"783","item_195","Spanish (Mexican)","WS","WS","word","toys","lápiz","pencil","pen/pencil","nouns",NA
"784","item_196","Spanish (Mexican)","WS","WS","word","toys","libro","book","book","nouns",NA
"785","item_197","Spanish (Mexican)","WS","WS","word","toys","muñeca","baby doll","doll","nouns",NA
"786","item_198","Spanish (Mexican)","WS","WS","word","toys","osito","teddy bear","teddybear","nouns",NA
"787","item_199","Spanish (Mexican)","WS","WS","word","toys","patines","roller skates","skate (object)","nouns",NA
"788","item_200","Spanish (Mexican)","WS","WS","word","toys","pelota","ball","ball","nouns",NA
"789","item_201","Spanish (Mexican)","WS","WS","word","toys","pinturas","painting","painting","nouns",NA
"790","item_202","Spanish (Mexican)","WS","WS","word","toys","plastilina","clay","clay","nouns",NA
"791","item_203","Spanish (Mexican)","WS","WS","word","toys","pluma/plumones","pen","pen","nouns",NA
"792","item_204","Spanish (Mexican)","WS","WS","word","toys","tambor","drum","drum (object)","nouns",NA
"793","item_205","Spanish (Mexican)","WS","WS","word","toys","triciclo (toys)","tricycle (toy)","tricycle","nouns",NA
"794","item_206","Spanish (Mexican)","WS","WS","word","clothing","botas","boots","boots","nouns",NA
"795","item_207","Spanish (Mexican)","WS","WS","word","clothing","bolsa (clothing)","purse","purse","nouns",NA
"796","item_208","Spanish (Mexican)","WS","WS","word","clothing","babero","bib","bib","nouns",NA
"797","item_209","Spanish (Mexican)","WS","WS","word","clothing","aretes","earrings","earring","nouns",NA
"798","item_210","Spanish (Mexican)","WS","WS","word","clothing","abrigo","coat","coat","nouns",NA
"799","item_211","Spanish (Mexican)","WS","WS","word","household","almohada","pillow","pillow","nouns",NA
"800","item_212","Spanish (Mexican)","WS","WS","word","household","aspiradora","vacuum cleaner","vacuum","nouns",NA
"801","item_213","Spanish (Mexican)","WS","WS","word","household","basura","garbage can","trash","nouns",NA
"802","item_214","Spanish (Mexican)","WS","WS","word","household","bolsa (household)","bag","bag","nouns",NA
"803","item_215","Spanish (Mexican)","WS","WS","word","household","botella/mamila","bottle","bottle","nouns",NA
"804","item_216","Spanish (Mexican)","WS","WS","word","household","caja","box","box","nouns",NA
"805","item_217","Spanish (Mexican)","WS","WS","word","household","cámara","camera","camera","nouns",NA
"806","item_218","Spanish (Mexican)","WS","WS","word","household","canasta","basket","basket","nouns",NA
"807","item_219","Spanish (Mexican)","WS","WS","word","household","cassette","cassette","tape (object)","nouns",NA
"808","item_220","Spanish (Mexican)","WS","WS","word","household","cepillo de dientes","toothbrush","toothbrush","nouns",NA
"809","item_221","Spanish (Mexican)","WS","WS","word","household","cepillo","brush","brush (object)","nouns",NA
"810","item_222","Spanish (Mexican)","WS","WS","word","household","cerillos","matches","matches","nouns",NA
"811","item_223","Spanish (Mexican)","WS","WS","word","household","chupón/chupete","pacifier","pacifier","nouns",NA
"812","item_224","Spanish (Mexican)","WS","WS","word","household","cigarros","cigarettes","cigarette","nouns",NA
"813","item_225","Spanish (Mexican)","WS","WS","word","household","clavo","nail","nail (object)","nouns",NA
"814","item_226","Spanish (Mexican)","WS","WS","word","household","cobija","blanket","blanket","nouns",NA
"815","item_227","Spanish (Mexican)","WS","WS","word","household","cuadro","picture","picture","nouns",NA
"816","item_228","Spanish (Mexican)","WS","WS","word","household","cubeta","tray","tray","nouns",NA
"817","item_229","Spanish (Mexican)","WS","WS","word","household","cuchara","spoon","spoon","nouns",NA
"818","item_230","Spanish (Mexican)","WS","WS","word","household","cuchillo","knife","knife","nouns",NA
"819","item_231","Spanish (Mexican)","WS","WS","word","household","dinero","money","money","nouns",NA
"820","item_232","Spanish (Mexican)","WS","WS","word","household","escoba","broom","broom","nouns",NA
"821","item_233","Spanish (Mexican)","WS","WS","word","household","espejo","mirror","mirror","nouns",NA
"822","item_234","Spanish (Mexican)","WS","WS","word","household","fotos","photos","photo","nouns",NA
"823","item_235","Spanish (Mexican)","WS","WS","word","household","jabón","soap","soap","nouns",NA
"824","item_236","Spanish (Mexican)","WS","WS","word","household","lámpara","lamp","lamp","nouns",NA
"825","item_237","Spanish (Mexican)","WS","WS","word","household","llave","key","key","nouns",NA
"826","item_238","Spanish (Mexican)","WS","WS","word","household","luz","light","light (object)","nouns",NA
"827","item_239","Spanish (Mexican)","WS","WS","word","household","martillo","hammer","hammer","nouns",NA
"828","item_240","Spanish (Mexican)","WS","WS","word","household","medicina","medicine","medicine","nouns",NA
"829","item_241","Spanish (Mexican)","WS","WS","word","household","olla","cooking pot","pot","nouns",NA
"830","item_242","Spanish (Mexican)","WS","WS","word","household","pañuelo","handkerchief","tissue","nouns",NA
"831","item_243","Spanish (Mexican)","WS","WS","word","household","papel","paper","paper","nouns",NA
"832","item_244","Spanish (Mexican)","WS","WS","word","household","pasta de dientes","toothpaste","toothpaste","nouns",NA
"833","item_245","Spanish (Mexican)","WS","WS","word","household","peine","hair comb","comb (object)","nouns",NA
"834","item_246","Spanish (Mexican)","WS","WS","word","household","periódico","newspaper","newspaper","nouns",NA
"835","item_247","Spanish (Mexican)","WS","WS","word","household","plancha","iron","iron (object)","nouns",NA
"836","item_248","Spanish (Mexican)","WS","WS","word","household","plato","dish","plate","nouns",NA
"837","item_249","Spanish (Mexican)","WS","WS","word","household","radio","radio","radio","nouns",NA
"838","item_250","Spanish (Mexican)","WS","WS","word","household","reloj","watch","watch (object)","nouns",NA
"839","item_251","Spanish (Mexican)","WS","WS","word","household","servilleta","napkin","napkin","nouns",NA
"840","item_252","Spanish (Mexican)","WS","WS","word","household","tapete","rug","rug","nouns",NA
"841","item_253","Spanish (Mexican)","WS","WS","word","household","taza","cup","cup","nouns",NA
"842","item_254","Spanish (Mexican)","WS","WS","word","household","teléfono","phone","telephone","nouns",NA
"843","item_255","Spanish (Mexican)","WS","WS","word","household","tenedor","fork","fork","nouns",NA
"844","item_256","Spanish (Mexican)","WS","WS","word","household","tijeras","pair of scissors","scissors","nouns",NA
"845","item_257","Spanish (Mexican)","WS","WS","word","household","toalla","towel","towel","nouns",NA
"846","item_258","Spanish (Mexican)","WS","WS","word","household","trapo","cloth","cloth","nouns",NA
"847","item_259","Spanish (Mexican)","WS","WS","word","household","vasos","glasses","glass","nouns",NA
"848","item_260","Spanish (Mexican)","WS","WS","word","household","vela","candle","candle","nouns",NA
"849","item_261","Spanish (Mexican)","WS","WS","word","outside","alberca/piscina","pool","pool","nouns",NA
"850","item_262","Spanish (Mexican)","WS","WS","word","outside","árbol","tree","tree","nouns",NA
"851","item_263","Spanish (Mexican)","WS","WS","word","outside","bandera","flag","flag","nouns",NA
"852","item_264","Spanish (Mexican)","WS","WS","word","outside","cielo","sky","sky","nouns",NA
"853","item_265","Spanish (Mexican)","WS","WS","word","outside","coladera","drain","drain (object)","nouns",NA
"854","item_266","Spanish (Mexican)","WS","WS","word","outside","columpio","swing","swing (object)","nouns",NA
"855","item_267","Spanish (Mexican)","WS","WS","word","outside","estrella","star","star","nouns",NA
"856","item_268","Spanish (Mexican)","WS","WS","word","outside","flor","flower","flower","nouns",NA
"857","item_269","Spanish (Mexican)","WS","WS","word","outside","fuego","fire","fire","nouns",NA
"858","item_270","Spanish (Mexican)","WS","WS","word","outside","hojas","leaves","leaf","nouns",NA
"859","item_271","Spanish (Mexican)","WS","WS","word","outside","leña","firewood","firewood","nouns",NA
"860","item_272","Spanish (Mexican)","WS","WS","word","outside","lluvia","rain","rain","nouns",NA
"861","item_273","Spanish (Mexican)","WS","WS","word","outside","luna","moon","moon","nouns",NA
"862","item_274","Spanish (Mexican)","WS","WS","word","outside","maceta","flower pot","flower pot","nouns",NA
"863","item_275","Spanish (Mexican)","WS","WS","word","outside","manguera","hose","hose","nouns",NA
"864","item_276","Spanish (Mexican)","WS","WS","word","outside","muñeco de nieve","snowman","snowman","nouns",NA
"865","item_277","Spanish (Mexican)","WS","WS","word","outside","nieve","snow","snow","nouns",NA
"866","item_278","Spanish (Mexican)","WS","WS","word","outside","nube","cloud","cloud","nouns",NA
"867","item_279","Spanish (Mexican)","WS","WS","word","outside","pala","shovel","shovel","nouns",NA
"868","item_280","Spanish (Mexican)","WS","WS","word","outside","palo","stick","stick","nouns",NA
"869","item_281","Spanish (Mexican)","WS","WS","word","outside","pasto","grass","grass","nouns",NA
"870","item_282","Spanish (Mexican)","WS","WS","word","outside","piedra","stone","rock (object)","nouns",NA
"871","item_283","Spanish (Mexican)","WS","WS","word","outside","planta","plant","plant","nouns",NA
"872","item_284","Spanish (Mexican)","WS","WS","word","outside","reja","grill","grill (object)","nouns",NA
"873","item_285","Spanish (Mexican)","WS","WS","word","outside","resbaladilla","slide","slide (object)","nouns",NA
"874","item_286","Spanish (Mexican)","WS","WS","word","outside","sol","sun","sun","nouns",NA
"875","item_287","Spanish (Mexican)","WS","WS","word","outside","tanque","tank",NA,"nouns",NA
"876","item_288","Spanish (Mexican)","WS","WS","word","outside","techo","ceiling","roof","nouns",NA
"877","item_289","Spanish (Mexican)","WS","WS","word","outside","tierra","earth","soil","nouns",NA
"878","item_290","Spanish (Mexican)","WS","WS","word","outside","timbre","doorbell","doorbell","nouns",NA
"879","item_291","Spanish (Mexican)","WS","WS","word","outside","viento/aire","wind","wind","nouns",NA
"880","item_292","Spanish (Mexican)","WS","WS","word","furniture_rooms","bacinica","potty","potty","nouns",NA
"881","item_293","Spanish (Mexican)","WS","WS","word","furniture_rooms","banco (outside)","bench","bench","nouns",NA
"882","item_294","Spanish (Mexican)","WS","WS","word","furniture_rooms","baño","bath","bathroom","nouns",NA
"883","item_295","Spanish (Mexican)","WS","WS","word","furniture_rooms","cajón","drawer","drawer","nouns",NA
"884","item_296","Spanish (Mexican)","WS","WS","word","furniture_rooms","cama","bed","bed","nouns",NA
"885","item_297","Spanish (Mexican)","WS","WS","word","furniture_rooms","champú","shampoo","shampoo","nouns",NA
"886","item_298","Spanish (Mexican)","WS","WS","word","furniture_rooms","cochera/garage","garage","garage","nouns",NA
"887","item_299","Spanish (Mexican)","WS","WS","word","furniture_rooms","cocina","kitchen room","kitchen","nouns",NA
"888","item_300","Spanish (Mexican)","WS","WS","word","furniture_rooms","computadora","computer","computer","nouns",NA
"889","item_301","Spanish (Mexican)","WS","WS","word","furniture_rooms","cuarto","room","room","nouns",NA
"890","item_302","Spanish (Mexican)","WS","WS","word","furniture_rooms","cuna","crib","crib","nouns",NA
"891","item_303","Spanish (Mexican)","WS","WS","word","furniture_rooms","escaleras","stairs","stairs","nouns",NA
"892","item_304","Spanish (Mexican)","WS","WS","word","furniture_rooms","estufa","stove","stove","nouns",NA
"893","item_305","Spanish (Mexican)","WS","WS","word","furniture_rooms","horno","oven","oven","nouns",NA
"894","item_306","Spanish (Mexican)","WS","WS","word","furniture_rooms","lavabo","sink","sink","nouns",NA
"895","item_307","Spanish (Mexican)","WS","WS","word","furniture_rooms","lavadora","washing machine","washing machine","nouns",NA
"896","item_308","Spanish (Mexican)","WS","WS","word","furniture_rooms","librero","bookcase","bookshelf","nouns",NA
"897","item_309","Spanish (Mexican)","WS","WS","word","furniture_rooms","mesa","table top","table","nouns",NA
"898","item_310","Spanish (Mexican)","WS","WS","word","furniture_rooms","mueble","piece of furniture","furniture","nouns",NA
"899","item_311","Spanish (Mexican)","WS","WS","word","furniture_rooms","patio (outside)","patio","patio","nouns",NA
"900","item_312","Spanish (Mexican)","WS","WS","word","furniture_rooms","puerta","gate","door","nouns",NA
"901","item_313","Spanish (Mexican)","WS","WS","word","furniture_rooms","recámara","bedroom","bedroom","nouns",NA
"902","item_314","Spanish (Mexican)","WS","WS","word","furniture_rooms","refrigerador","refrigerator","refrigerator","nouns",NA
"903","item_315","Spanish (Mexican)","WS","WS","word","furniture_rooms","regadera/ducha","watering can","shower","nouns",NA
"904","item_316","Spanish (Mexican)","WS","WS","word","furniture_rooms","ropero/closet","closet","closet","nouns",NA
"905","item_317","Spanish (Mexican)","WS","WS","word","furniture_rooms","sala","living room","living room","nouns",NA
"906","item_318","Spanish (Mexican)","WS","WS","word","furniture_rooms","secadora","tumble dryer","dryer","nouns",NA
"907","item_319","Spanish (Mexican)","WS","WS","word","furniture_rooms","silla","chair","chair","nouns",NA
"908","item_320","Spanish (Mexican)","WS","WS","word","furniture_rooms","sillón","lounge chair","couch","nouns",NA
"909","item_321","Spanish (Mexican)","WS","WS","word","furniture_rooms","sofá","sofa","couch","nouns",NA
"910","item_322","Spanish (Mexican)","WS","WS","word","furniture_rooms","televisión","television","tv","nouns",NA
"911","item_323","Spanish (Mexican)","WS","WS","word","furniture_rooms","tina","tub","bathtub","nouns",NA
"912","item_324","Spanish (Mexican)","WS","WS","word","furniture_rooms","ventana","window","window","nouns",NA
"913","item_325","Spanish (Mexican)","WS","WS","word","places","banco (places)","bank","bank","other",NA
"914","item_326","Spanish (Mexican)","WS","WS","word","places","bosque","forest","forest","other",NA
"915","item_327","Spanish (Mexican)","WS","WS","word","places","calle","street","street","other",NA
"916","item_328","Spanish (Mexican)","WS","WS","word","places","campo","field","field","other",NA
"917","item_329","Spanish (Mexican)","WS","WS","word","places","casa","home","home","other",NA
"918","item_330","Spanish (Mexican)","WS","WS","word","places","cerro","hill","hill","other",NA
"919","item_331","Spanish (Mexican)","WS","WS","word","places","cine","movie theater","movie","other",NA
"920","item_332","Spanish (Mexican)","WS","WS","word","places","circo","circus","circus","other",NA
"921","item_333","Spanish (Mexican)","WS","WS","word","places","escuela","school","school","other",NA
"922","item_334","Spanish (Mexican)","WS","WS","word","places","fábrica","factory","factory","other",NA
"923","item_335","Spanish (Mexican)","WS","WS","word","places","fiesta","party","party","other",NA
"924","item_336","Spanish (Mexican)","WS","WS","word","places","hospital/clínica","hospital","hospital","other",NA
"925","item_337","Spanish (Mexican)","WS","WS","word","places","iglesia/templo","church","church","other",NA
"926","item_338","Spanish (Mexican)","WS","WS","word","places","jardín","garden","garden","other",NA
"927","item_339","Spanish (Mexican)","WS","WS","word","places","oficina","office","office","other",NA
"928","item_340","Spanish (Mexican)","WS","WS","word","places","parque","park","park","other",NA
"929","item_341","Spanish (Mexican)","WS","WS","word","places","patio (places)","playground","yard","other",NA
"930","item_342","Spanish (Mexican)","WS","WS","word","places","playa","beach","beach","other",NA
"931","item_343","Spanish (Mexican)","WS","WS","word","places","rancho","ranch","farm","other",NA
"932","item_344","Spanish (Mexican)","WS","WS","word","places","río","river","river","other",NA
"933","item_345","Spanish (Mexican)","WS","WS","word","places","tienda/mercado","market","market","other",NA
"934","item_346","Spanish (Mexican)","WS","WS","word","places","zoológico","zoo","zoo","other",NA
"935","item_347","Spanish (Mexican)","WS","WS","word","people","abuela","grandmother","grandma","other",NA
